RT,Compound Name,CAS#,Formula,Area MI ,Match Score,Sample,Sample
18.0207,D-Mannitol,14317-07-8,C24H62O6Si6,472054085,91.5,21.42,65.58
18.6095,palmitoleic acid,373-49-9,C19H38O2Si,2371102,90,0.11,0.33
18.7389,D-Gluconic acid,34290-52-3,C24H6007Si6,4752892,96.2,0.22,0.66
18.7887,Palmitic Acid,55520-89-3,C19H4002Si,45022280,99.5,2.04,6.25
19.455,HeptadecanoicAcid,506-12-7,C20H42O2Si,3509598,86.5,0.16,0.49
19.5315,Methyl Stearate,112-61-8,C19H3802,7547262,94.7,0.34,1.05
19.553,Myo-Inositol,2582-79-8,C24H6006Si6,8915333,96.5,0.4,1.24
19.7011,HeptadecanoicAcid,506-12-7,C20H42O2Si,825793,82.5,0.04,0.11
20.0087,Phytol2,7541-49-3,C23H48OSi,51029153,95.6,2.31,7.09
20.3303,"9,12-Octadecadienoic acid (Z,Z)-",56259-07-5,C21H4002Si,16576384,82.8,0.75,2.3
20.3698,"Oleic Acid, (Z)-",21556-26-3,C21H42O2Si,144855603,87.8,6.57,20.12
20.4862,"13-Octadecenoic acid, (E)-",1000333-61-7,C21H42O2Si,2944114,81.7,0.13,0.41
20.5787,Stearic acid,18748-91-9,C21H44O2Si,15977305,98,0.72,2.22
20.7512,Cocaine,50-36-2,C17H21N04,576175,83.2,0.03,0.08
22.2553,abietic acid,514-10-3,C23H38O2Si,17454904,94.7,0.79,2.42
23.4534,1-Monopalmitin,1188-74-5,C25H54O4Si2,3718137,88.7,0.17,0.52
23.7614,DocosanoicAcid,112-85-6,C25H52O2Si,1478960,85.9,0.07,0.21
